,FAM,live_basal_area,LAI_sum,LAI_win,aspect_mean,aspect_std,canopy_height,CWD,elevation_mean,elevation_std,forest_cover,ppt_sum,ppt_win,tmax_sum,tmax_win,tmean_sum,tmean_win,vpdmax_sum,vpdmax_win,EVP_sum,PEVAP_sum,EVP_win,PEVAP_win,vsm_sum,vsm_win,location,silt_fraction,sand_fraction,twi
132,0.429304898281,27.41248461,1.70097165066,1.61508916324,192.58816758,102.500673209,24.32,1060.87711429,1540.41444444,431.141219984,1.0,16.7222222222,88.5277777778,29.2407407407,17.1851851852,21.6018518519,10.5,31.5449879227,12.9194444444,25.31775,965.5225,80.872,357.9995,0.129662068966,0.169548214286,73,20.0,68.0,143
140,0.00011242194822,7.74506496303,1.10774954212,0.766517857143,170.742372104,102.307228142,23.52,847.38925,696.754444444,275.210078813,0.88,3.38888888889,346.583333333,33.0648148148,15.9259259259,23.5740740741,9.71296296296,42.8245772947,12.1608024691,29.54225,1103.9245,89.907,349.86325,0.242112698413,0.278656716418,78,19.0,66.0,459
141,0.000674531738401,8.09682121971,1.51401098901,1.21568223443,170.742372104,102.307228142,23.52,603.619230769,696.754444444,275.210078813,0.88,0.0,482.611111111,30.3796296296,15.0648148148,21.287037037,9.5462962963,32.7572463768,10.1916666667,59.7715,988.92625,97.26125,288.26725,0.239269354839,0.271685,78,19.0,66.0,459
142,0.000337265869201,6.67792715127,1.61211080586,1.03155906593,170.742372104,102.307228142,23.52,687.7263,696.754444444,275.210078813,0.88,0.0,469.777777778,31.3981481481,14.6111111111,22.2962962963,8.76851851852,36.9474637681,10.3524691358,74.6795,999.4965,98.06525,310.97225,0.25822238806,0.266715254237,78,19.0,66.0,459
144,0.00123664145496,8.47756170574,1.31382783883,1.17335164835,170.742372104,102.307228142,23.52,980.394333333,696.754444444,275.210078813,0.88,1.97222222222,73.3888888889,31.037037037,16.2037037037,22.0833333333,9.46296296296,37.2059178744,13.0688271605,33.6525,1047.498,128.33525,364.72175,0.248526315789,0.276116666667,78,19.0,66.0,459
145,0.00674531712226,6.94028657054,1.2892742674,0.944700091575,170.742372104,102.307228142,23.52,1085.60252174,696.754444444,275.210078813,0.88,0.972222222222,253.888888889,31.1574074074,19.0277777778,22.6203703704,12.3240740741,36.7823067633,16.4589506173,29.0415,1018.299,81.8625,406.137,0.255237735849,0.268344262295,78,19.0,66.0,459
146,0.0143900093722,6.00102721921,1.34160943223,1.34515796703,170.742372104,102.307228142,23.52,989.4809375,696.754444444,275.210078813,0.88,6.83333333333,133.083333333,31.2314814815,19.9537037037,22.6759259259,13.0462962963,36.6092995169,16.2824074074,46.0295,1012.01075,149.67375,367.89575,0.267036363636,0.284718032787,78,19.0,66.0,459
147,0.0256249991556,38.9727707152,2.87779688216,1.58316139386,189.76432886,100.318948098,29.36,787.478857143,1786.36444444,477.420441845,0.96,0.472222222222,321.027777778,27.5092592593,10.2407407407,20.1851851852,4.7037037037,31.2288647343,8.83549382716,73.66325,849.478,69.871,116.175,0.139074603175,0.169937704918,83,25.0,59.0,418
148,0.111979168529,40.5858474535,3.10225813847,1.36835167354,189.76432886,100.318948098,29.36,649.358510638,1786.36444444,477.420441845,0.96,1.36111111111,437.361111111,26.5462962963,9.62037037037,19.1944444444,4.28703703704,28.0283816425,7.77222222222,141.40775,874.053,65.54175,98.0245,0.142333333333,0.174518965517,83,25.0,59.0,418
149,0.0271875003818,38.9727707152,3.12845025218,1.48768913343,189.76432886,100.318948098,29.36,627.335326531,1786.36444444,477.420441845,0.96,16.75,420.916666667,26.4074074074,9.51851851852,19.212962963,3.9537037037,26.0492149758,8.00154320988,153.6235,823.45125,61.0225,99.3015,0.143966666667,0.167967272727,83,25.0,59.0,418
150,0.0313541657912,38.9727707152,2.81940623567,1.91824850986,189.76432886,100.318948098,29.36,792.419938776,1786.36444444,477.420441845,0.96,2.19444444444,328.277777778,27.8981481481,11.5555555556,20.6851851852,5.52777777778,29.2339975845,9.87912087912,40.426,914.983,62.12,150.20825,0.138154716981,0.148545714286,83,25.0,59.0,418
151,0.0504166663935,38.9727707152,2.63343649702,1.74708849152,189.76432886,100.318948098,29.36,936.276244898,1786.36444444,477.420441845,0.96,19.5833333333,99.7777777778,26.8703703704,10.0462962963,19.712962963,3.90740740741,26.8429951691,8.82160493827,24.996,835.4945,90.73675,211.50125,0.152911666667,0.174875438596,83,25.0,59.0,418
152,0.0519791656795,37.4361582897,2.36811095828,1.78740256763,189.76432886,100.318948098,29.36,1001.06888889,1786.36444444,477.420441845,0.96,6.08333333333,218.222222222,27.4722222222,13.6574074074,20.2037037037,7.61111111111,29.1129227053,11.200308642,16.2565833333,850.58025,76.056,300.481,0.151876271186,0.169376923077,83,25.0,59.0,418
153,0.412187507997,35.9354716707,2.24922054104,1.90093993581,189.76432886,100.318948098,29.36,997.311448276,1786.36444444,477.420441845,0.96,35.0277777778,98.1666666667,26.6388888889,15.037037037,19.7407407407,8.84259259259,27.23852657,12.0049382716,28.7035,893.32125,117.671,315.82225,0.147636206897,0.168326785714,83,25.0,59.0,418
154,0.0140130161552,19.6572150189,1.28447802198,0.601110347985,189.191119972,100.021911239,17.0,797.609795455,2175.37,390.495266425,0.92,3.36111111111,224.694444444,25.6481481481,9.02777777778,17.4166666667,1.98148148148,28.4039855072,8.78641975309,30.978,839.577,66.6555,165.61525,0.156847619048,0.175048148148,84,23.0,67.0,412
155,0.0459914410698,19.6572150189,1.41466346154,0.395524267399,189.191119972,100.021911239,17.0,669.295386364,2175.37,390.495266425,0.92,0.611111111111,366.555555556,25.2037037037,8.66666666667,16.3518518519,1.75,24.9713164251,8.18641975309,120.07125,857.61475,64.86575,160.103,0.161650793651,0.179176744186,84,23.0,67.0,412
156,0.0188037907089,19.6572150189,1.51508699634,0.44304029304,189.191119972,100.021911239,17.0,658.254613636,2175.37,390.495266425,0.92,42.8055555556,287.25,24.7685185185,8.44444444444,16.6203703704,1.32407407407,24.0706521739,8.20555555556,121.31475,818.59425,62.8785,162.85075,0.162288135593,0.175903030303,84,23.0,67.0,412
157,0.0186840215403,19.6572150189,1.31066849817,0.885210622711,189.191119972,100.021911239,17.0,816.9955,2175.37,390.495266425,0.92,8.44444444444,229.638888889,26.1481481481,10.4259259259,17.9537037037,3.06481481481,26.6120169082,9.68894993895,25.915,878.879,60.181,223.26925,0.154910526316,0.158954166667,84,23.0,67.0,412
158,0.0280260323104,19.6572150189,1.21191620879,0.741266025641,189.191119972,100.021911239,17.0,950.987227273,2175.37,390.495266425,0.92,45.8888888889,68.0555555556,25.4074074074,9.52777777778,17.1944444444,2.02777777778,25.7077294686,9.525,46.06025,799.7285,82.91225,284.47075,0.16964,0.184133333333,84,23.0,67.0,412
159,0.031379575725,20.1644646145,1.14366987179,0.795157967033,189.191119972,100.021911239,17.0,1023.67517647,2175.37,390.495266425,0.92,15.2222222222,153.638888889,26.0462962963,12.5648148148,17.7777777778,5.22222222222,27.4719202899,10.8972222222,24.1705,807.3145,66.56,326.497,0.169201754386,0.186428888889,84,23.0,67.0,412
160,0.237861966017,19.3804704208,1.08770604396,0.842445054945,189.191119972,100.021911239,17.0,1049.2786,2175.37,390.495266425,0.92,33.6111111111,71.9166666667,25.2407407407,13.7592592593,17.3888888889,6.26851851852,25.8411835749,11.9709876543,23.92125,868.521,101.72925,349.47925,0.166630357143,0.179816666667,84,23.0,67.0,412
168,0.000113988169708,10.477734734,1.39052873563,1.03857471264,178.569651684,105.10963724,24.8,832.4305,735.563333333,299.497140387,0.88,6.66666666667,377.222222222,29.7962962963,15.1944444444,22.3055555556,9.75,32.402173913,11.5419753086,104.14975,476.60325,73.8335,206.927,0.324953623188,0.355888636364,87,33.3,33.3,443
169,0.00341964520734,10.319605073,1.75243678161,1.34537931034,178.569651684,105.10963724,24.8,586.536115385,735.563333333,299.497140387,0.88,0.277777777778,476.472222222,27.3333333333,14.25,20.2592592593,9.66666666667,24.9692028986,9.59290123457,159.741,428.90425,67.801,171.4025,0.320365714286,0.353878431373,87,33.3,33.3,443
170,0.00649732594703,10.0451175015,1.88279310345,1.23,178.569651684,105.10963724,24.8,652.308193548,735.563333333,299.497140387,0.88,0.0,465.888888889,28.0462962963,13.8240740741,21.0277777778,8.78703703704,28.0483091787,9.72932098765,176.56175,439.33825,65.79375,176.26625,0.328053846154,0.349210810811,87,33.3,33.3,443
172,0.00524345605536,10.1886325626,1.6474137931,1.38831034483,178.569651684,105.10963724,24.8,957.159333333,735.563333333,299.497140387,0.88,4.36111111111,84.5833333333,27.7685185185,15.2777777778,20.7777777778,9.50925925926,28.2379227053,12.0719135802,81.21975,449.4675,72.63025,210.05825,0.346919607843,0.341561904762,87,33.3,33.3,443
173,0.00433155063135,9.78115730273,1.61003448276,1.15947126437,178.569651684,105.10963724,24.8,1075.78565517,735.563333333,299.497140387,0.88,4.86111111111,260.166666667,28.287037037,18.0648148148,21.462962963,12.4537037037,28.2367149758,15.0290123457,75.7975,459.3305,61.39275,197.6685,0.3340125,0.345923404255,87,33.3,33.3,443
174,0.041719672485,8.73598365399,1.65967816092,1.73887356322,178.569651684,105.10963724,24.8,978.43862963,735.563333333,299.497140387,0.88,6.0,130.361111111,28.6574074074,19.25,21.7222222222,13.4166666667,29.8046497585,15.5228395062,94.2445,467.223,92.67875,202.428,0.343085365854,0.360752380952,87,33.3,33.3,443
175,0.0479344602597,38.1703163483,1.63897701149,0.767655172414,190.511598076,101.662597234,21.36,718.636425,2559.05111111,519.21913555,0.76,6.63888888889,380.333333333,21.9814814815,6.39814814815,15.8333333333,0.333333333333,22.4320652174,7.5774691358,177.91675,762.66675,52.5115,101.74275,0.15443015873,0.165826229508,91,29.0,47.0,412
176,0.148425165166,33.8504912723,1.72770114943,0.583666666667,190.511598076,101.662597234,21.36,513.125530612,2559.05111111,519.21913555,0.76,2.25,533.583333333,21.1574074074,5.82407407407,14.7037037037,-0.185185185185,21.4716183575,6.82901234568,248.31425,810.4115,44.59875,81.5935,0.157749206349,0.168321428571,91,29.0,47.0,412
177,0.0619318517534,33.8504912723,1.70774712644,0.643057471264,190.511598076,101.662597234,21.36,456.085183673,2559.05111111,519.21913555,0.76,39.0833333333,500.722222222,20.8796296296,5.32407407407,14.6018518519,-0.740740740741,17.1802536232,6.79382716049,243.9925,709.53475,48.7415,90.76075,0.160581355932,0.16562745098,91,29.0,47.0,412
178,0.0359178331519,33.8504912723,1.54047126437,0.932632183908,190.511598076,101.662597234,21.36,719.459387755,2559.05111111,519.21913555,0.76,5.0,352.222222222,22.5555555556,7.25925925926,16.0925925926,1.03703703704,20.1319444444,8.38675213675,138.93,834.33025,44.38,97.85525,0.154194545455,0.153376666667,91,29.0,47.0,412
179,0.0812112783298,34.7543975898,1.51383908046,0.840482758621,190.511598076,101.662597234,21.36,812.06312766,2559.05111111,519.21913555,0.76,23.0555555556,103.583333333,21.8611111111,6.24074074074,15.2962962963,-0.148148148148,19.9060990338,7.77901234568,57.03125,750.132,54.8535,136.1255,0.162790322581,0.180177777778,91,29.0,47.0,412
180,0.156876415395,35.0046754587,1.45471264368,0.931413793103,190.511598076,101.662597234,21.36,821.91497619,2559.05111111,519.21913555,0.76,23.4444444444,238.277777778,22.1944444444,9.36111111111,15.6296296296,3.19444444444,20.8599033816,9.10956790123,47.94275,758.94525,48.56525,182.1165,0.163394736842,0.179341818182,91,29.0,47.0,412
181,0.285758047803,42.6772605642,1.4541954023,1.03729885057,190.511598076,101.662597234,21.36,833.06262069,2559.05111111,519.21913555,0.76,71.3888888889,118.138888889,21.287037037,10.6018518519,15.0648148148,4.24074074074,19.4208937198,10.0614197531,106.19025,804.708,76.804,195.19775,0.165163157895,0.176318644068,91,29.0,47.0,412
182,0.0143139363854,28.8202714592,2.12422775473,1.37795066851,199.214974815,95.1376070945,28.0,759.783846154,1617.03111111,618.011617231,1.0,3.86111111111,378.083333333,28.1388888889,10.6296296296,21.9259259259,4.87962962963,32.1920289855,8.50617283951,109.25325,793.96925,67.48425,159.244,0.1535234375,0.163496666667,97,39.0,43.0,157
183,0.0284173740667,28.8264895456,2.28190410327,1.20102581835,199.214974815,95.1376070945,28.0,607.448333333,1617.03111111,618.011617231,1.0,2.80555555556,475.611111111,26.9259259259,9.78703703704,20.5,4.05555555556,30.0277777778,7.58117283951,160.59875,805.41125,63.789,141.5555,0.147826984127,0.1692,97,39.0,43.0,157
184,0.0225234005492,27.1872049768,2.39315352697,1.1867450438,199.214974815,95.1376070945,28.0,588.418488372,1617.03111111,618.011617231,1.0,25.3611111111,518.333333333,27.2037037037,9.27777777778,20.6851851852,3.7037037037,26.4619565217,7.3987654321,207.076,678.43575,56.742,129.80725,0.150288888889,0.163677272727,97,39.0,43.0,157
185,0.0138929379969,27.1872049768,2.07929921623,1.5295527893,199.214974815,95.1376070945,28.0,795.245697674,1617.03111111,618.011617231,1.0,1.30555555556,331.833333333,28.6111111111,11.2592592593,22.0277777778,5.49074074074,31.4459541063,9.49664224664,73.114,855.72525,59.686,152.412,0.152070909091,0.173042857143,97,39.0,43.0,157
186,0.0115774483308,27.1872049768,1.96591747349,1.46175656985,199.214974815,95.1376070945,28.0,922.325511628,1617.03111111,618.011617231,1.0,13.5555555556,106.055555556,27.6388888889,10.5092592593,21.0185185185,4.7037037037,29.6754227053,8.73703703704,45.1795,773.00175,65.943,137.34475,0.15986984127,0.18104375,97,39.0,43.0,157
187,0.0343113475841,29.3163191574,1.78199631166,1.47640617796,199.214974815,95.1376070945,28.0,957.829515152,1617.03111111,618.011617231,1.0,22.1388888889,213.805555556,28.0555555556,13.2685185185,21.4537037037,7.48148148148,30.13647343,11.0197530864,39.52825,789.95625,55.79725,202.6215,0.164150877193,0.176864150943,97,39.0,43.0,157
188,0.283647472342,27.2414350421,1.76930613186,1.61755417243,199.214974815,95.1376070945,28.0,961.257,1617.03111111,618.011617231,1.0,50.2777777778,122.055555556,27.0925925926,14.3981481481,20.8055555556,8.55555555556,27.8429951691,11.4166666667,75.39425,819.3015,99.81425,205.22675,0.159201639344,0.174201818182,97,39.0,43.0,157
189,0.00495557076997,21.5494272881,1.76097222222,1.48084490741,190.080278214,99.9688761818,21.04,801.221916667,1067.95888889,513.007107898,0.92,2.02777777778,318.527777778,31.9907407407,12.9907407407,24.9351851852,7.69444444444,39.2279589372,9.13703703704,101.2355,863.581,78.62,196.111,0.161317142857,0.17392295082,104,25.0,59.0,161
190,0.0227720292734,22.9748354925,1.91715277778,1.38684027778,190.080278214,99.9688761818,21.04,622.583033333,1067.95888889,513.007107898,0.92,0.222222222222,430.5,30.9259259259,12.5555555556,23.6388888889,7.39814814815,36.0428743961,8.43302469136,126.70925,852.62925,74.128,179.871,0.170010144928,0.175005172414,104,25.0,59.0,161
191,0.0348069866221,18.3856551165,2.07020833333,1.30255787037,190.080278214,99.9688761818,21.04,588.876270833,1067.95888889,513.007107898,0.92,12.6388888889,499.027777778,31.0277777778,11.9907407407,23.7685185185,6.80555555556,33.5021135266,8.35432098765,196.2805,768.8355,65.787,159.51,0.167694117647,0.168610416667,104,25.0,59.0,161
192,0.0251318231513,22.9329556329,1.77913194444,1.35483796296,190.080278214,99.9688761818,21.04,827.44762069,1067.95888889,513.007107898,0.92,0.388888888889,305.472222222,31.9907407407,13.8240740741,25.0277777778,8.27777777778,38.4263285024,10.4786324786,67.44925,916.20025,65.15025,200.67125,0.161101818182,0.172708823529,104,25.0,59.0,161
193,0.00365768342283,18.4418166037,1.66715277778,1.42600694444,190.080278214,99.9688761818,21.04,977.468553191,1067.95888889,513.007107898,0.92,8.72222222222,96.6388888889,31.1203703704,13.3703703704,23.9722222222,7.5462962963,36.0440821256,9.78395061728,55.47125,872.29825,73.08875,185.77675,0.164559677419,0.184436842105,104,25.0,59.0,161
194,0.0254857941011,19.7252053802,1.43201388889,1.28172453704,190.080278214,99.9688761818,21.04,1070.55958333,1067.95888889,513.007107898,0.92,23.6944444444,177.555555556,31.3611111111,16.0648148148,24.3981481481,10.212962963,36.4758454106,12.662962963,40.481,859.276,55.73675,301.43775,0.16907704918,0.183457692308,104,25.0,59.0,161
195,0.279399809649,19.1887072828,1.28375,1.51280092593,190.080278214,99.9688761818,21.04,1041.97386047,1067.95888889,513.007107898,0.92,24.6388888889,109.083333333,30.7407407407,16.8703703704,23.8796296296,11.0185185185,34.7050120773,12.65,71.78775,866.8425,99.854,263.1055,0.155346774194,0.178986792453,104,25.0,59.0,161
196,0.0144831625417,35.6433917415,2.01369212963,1.10493055556,187.962883078,102.509752309,28.96,700.046375,2013.70222222,548.847455224,1.0,5.08333333333,430.527777778,25.4814814815,8.91666666667,19.3148148148,2.92592592593,27.6868961353,8.3725308642,151.706,748.8435,60.773,168.5095,0.1671421875,0.173092982456,105,27.0,49.0,125
197,0.0411237233271,35.6433917415,2.10403935185,0.907280092593,187.962883078,102.509752309,28.96,560.655696429,2013.70222222,548.847455224,1.0,1.52777777778,536.972222222,24.5,7.9537037037,18.0277777778,2.00925925926,26.8617149758,7.24567901235,199.1645,757.28675,59.101,153.65925,0.176036507937,0.172113043478,105,27.0,49.0,125
198,0.0492638949243,35.6433917415,2.19226851852,0.916782407407,187.962883078,102.509752309,28.96,468.320196429,2013.70222222,548.847455224,1.0,38.8333333333,627.0,24.712962963,7.93518518519,18.1759259259,1.96296296296,22.2587560386,7.59537037037,232.2815,658.40675,51.7245,147.52025,0.172717741935,0.172664,105,27.0,49.0,125
199,0.0380579436978,35.6433917415,1.96063657407,1.34965277778,187.962883078,102.509752309,28.96,759.1965,2013.70222222,548.847455224,1.0,3.11111111111,340.722222222,25.7592592593,9.75,19.3333333333,3.69444444444,25.8179347826,9.41605616606,75.19075,800.55375,55.75475,170.631,0.171701818182,0.1732,105,27.0,49.0,125
200,0.0318206700731,35.6433917415,1.8606712963,1.2678587963,187.962883078,102.509752309,28.96,844.601517857,2013.70222222,548.847455224,1.0,22.0833333333,110.75,24.7592592593,8.62037037037,18.2407407407,2.50925925926,24.2158816425,8.37654320988,65.3805,739.53025,66.129,153.56975,0.179511111111,0.184558333333,105,27.0,49.0,125
201,0.0963077448395,33.976336437,1.76431712963,1.28877314815,187.962883078,102.509752309,28.96,882.005575,2013.70222222,548.847455224,1.0,27.3055555556,235.666666667,24.962962963,11.3425925926,18.5925925926,5.35185185185,24.2439613527,10.1981481481,52.5005,727.577,55.27125,232.53225,0.180701754386,0.191374358974,105,27.0,49.0,125
202,0.219044624686,35.1204769563,1.5016087963,1.35056712963,187.962883078,102.509752309,28.96,909.4636,2013.70222222,548.847455224,1.0,48.3333333333,124.472222222,24.2685185185,12.3703703704,18.0555555556,6.43518518519,23.0259661836,10.7138888889,81.945,766.26,97.333,216.92275,0.175813559322,0.189933333333,105,27.0,49.0,125
